=== Zeal Spreadsheet Baseline Extraction Report ===
Workbook : C:\Users\kandt\OneDrive - Umich\Zeal Cards\Pricing\GiftCardPricingData_2025.xlsx
Generated: 2026-05-02T21:28:33Z

Note: confidence='high' is passed to compute_prices for all rows.
Confidence affects PriceRecommendation.confidence only, not the four
numeric outputs — it does not affect any diff in this report.

--- Classification summary ---
  normal              : 265
  no_ebay_data_local  : 25
  bankrupt_broken     : 4
  section_divider     : 2
  skip_blank          : 2
  total               : 298

--- Global constants extracted ---
  ebay_sale_costs                : 0.13
  paypal_sell_costs              : 0.03
  ebay_postage_costs             : 0.01
  online_store_postage_costs     : 0.03
  online_sell_bonus_competitive  : 0.065
  online_sell_bonus_zen_nocomp   : 0.085
  in_store_bad_debt              : 0.048
  in_mail_bad_debt               : 0.02
  online_bad_debt                : 0.05

--- Merchant baseline diffs ---
 Row | Slug                           | Tier | Status   |  OS     |  IM     |  IS     |  EB     | Notes
  row 244 sunoco                         tier=Z: in_store expects Z-in-store but uses C-in-store
  row 245 tim_hortons                    tier=Z: in_store expects Z-in-store but uses C-in-store
  row 246 tropical_smoothie_caf          tier=Z: in_store expects Z-in-store but uses C-in-store
  row 247 windsor                        tier=Z: in_store expects Z-in-store but uses C-in-store
  row 279 bed_bath_beyond                tier=C: in_store expects C-in-store but uses T24-in-store
  row 282 big_lots                       tier=Z: in_store expects Z-in-store but uses C-in-store
  row 285 christopher_banks              tier=Z: in_store expects Z-in-store but uses C-in-store
  row 287 forever_21                     tier=NC: in_store expects NC-in-store but uses C-in-store
  row 289 hooters                        tier=Z: in_store expects Z-in-store but uses C-in-store
  row 290 joann                          tier=Z: in_store expects Z-in-store but uses C-in-store
  row 295 old_country_buffet             tier=Z: in_store expects Z-in-store but uses C-in-store
  row 298 rue_21                         tier=Z: in_store expects Z-in-store but uses C-in-store
  row 299 rite_aid                       tier=Z: in_store expects Z-in-store but uses C-in-store
